,location_time,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1,vehicleplatenumber,device_num,direction_angle,lng,lat,acc_state,right_turn_signals,left_turn_signals,hand_brake,foot_brake,gps_speed,mileage,time_diff
20,2018-08-01 00:06:58,20,20,20,20,20,20,20,20.0,AA00004,AAA9101004,0.0,115.92316201445702,28.65136466920108,1.0,0.0,0.0,0.0,0.0,0.0,5559.0,1.0
21,2018-08-01 00:06:59,21,21,21,21,21,21,21,21.0,AA00004,AAA9101004,0.0,115.92316147481263,28.651365355003314,1.0,0.0,0.0,0.0,0.0,0.0,5559.0,1.0
22,2018-08-01 00:07:00,22,22,22,22,22,22,22,22.0,AA00004,AAA9101004,0.0,115.9231612282107,28.651365637626203,1.0,0.0,0.0,0.0,0.0,0.0,5559.0,2.0
23,2018-08-01 00:07:01,23,23,23,23,23,23,23,,AA00004,AAA9101004,0.0,115.92316114114237,28.651365662677826,1.0,0.0,0.0,0.0,0.0,0.0,5559.0,
24,2018-08-01 00:07:02,24,24,24,24,24,24,24,23.0,AA00004,AAA9101004,0.0,115.92316115635931,28.651365441008355,1.0,0.0,0.0,0.0,0.0,0.0,5559.0,2.0
25,2018-08-01 00:07:03,25,25,25,25,25,25,25,,AA00004,AAA9101004,0.0,115.92316128818938,28.651364802440277,1.0,0.0,0.0,0.0,0.0,0.0,5559.0,
26,2018-08-01 00:07:04,26,26,26,26,26,26,26,24.0,AA00004,AAA9101004,0.0,115.92316162688086,28.651363305373657,1.0,0.0,0.0,0.0,0.0,0.0,5559.0,1.0
27,2018-08-01 00:07:05,27,27,27,27,27,27,27,25.0,AA00004,AAA9101004,0.0,115.92316240007507,28.65135994215013,1.0,0.0,0.0,0.0,0.0,0.0,5559.0,1.0
28,2018-08-01 00:07:06,28,28,28,28,28,28,28,26.0,AA00004,AAA9101004,0.0,115.92316403290592,28.651352861148325,1.0,0.0,0.0,0.0,0.0,0.0,5559.0,1.0
29,2018-08-01 00:07:07,29,29,29,29,29,29,29,27.0,AA00004,AAA9101004,0.0,115.92316718363632,28.651339205735855,1.0,0.0,0.0,0.0,0.0,0.0,5559.0,1.0
30,2018-08-01 00:07:08,30,30,30,30,30,30,30,28.0,AA00004,AAA9101004,0.0,115.92317249337692,28.651316195955417,1.0,0.0,0.0,0.0,0.0,0.0,5559.0,1.0
31,2018-08-01 00:07:09,31,31,31,31,31,31,31,29.0,AA00004,AAA9101004,0.0,115.92317950779872,28.65128579979134,1.0,0.0,0.0,0.0,0.0,0.0,5559.0,1.0
32,2018-08-01 00:07:10,32,32,32,32,32,32,32,30.0,AA00004,AAA9101004,0.0,115.92318481840624,28.651262787024972,1.0,0.0,0.0,0.0,0.0,0.0,5559.0,1.0
33,2018-08-01 00:07:11,33,33,33,33,33,33,33,31.0,AA00004,AAA9101004,0.0,115.92318797133468,28.651249124275072,1.0,0.0,0.0,0.0,0.0,0.0,5559.0,1.0
34,2018-08-01 00:07:12,34,34,34,34,34,34,34,32.0,AA00004,AAA9101004,0.0,115.92318960866969,28.651242029127147,1.0,0.0,0.0,0.0,0.0,0.0,5559.0,1.0
35,2018-08-01 00:07:13,35,35,35,35,35,35,35,33.0,AA00004,AAA9101004,0.0,115.92319039005821,28.651238643095283,1.0,0.0,0.0,0.0,0.0,0.0,5559.0,1.0
36,2018-08-01 00:07:14,36,36,36,36,36,36,36,34.0,AA00004,AAA9101004,0.0,115.9231907419123,28.651237118386764,1.0,0.0,0.0,0.0,0.0,0.0,5559.0,1.0
37,2018-08-01 00:07:15,37,37,37,37,37,37,37,35.0,AA00004,AAA9101004,0.0,115.92319089377553,28.651236460309097,1.0,0.0,0.0,0.0,0.0,0.0,5559.0,1.0
38,2018-08-01 00:07:16,38,38,38,38,38,38,38,36.0,AA00004,AAA9101004,0.0,115.92319095723995,28.65123618529488,1.0,0.0,0.0,0.0,0.0,0.0,5559.0,1.0
39,2018-08-01 00:07:17,39,39,39,39,39,39,39,37.0,AA00004,AAA9101004,0.0,115.92319098309753,28.6512360732447,1.0,0.0,0.0,0.0,0.0,0.0,5559.0,1.0
40,2018-08-01 00:07:18,40,40,40,40,40,40,40,38.0,AA00004,AAA9101004,0.0,115.92319099341924,28.65123602851685,1.0,0.0,0.0,0.0,0.0,0.0,5559.0,1.0
41,2018-08-01 00:07:19,41,41,41,41,41,41,41,39.0,AA00004,AAA9101004,0.0,115.92319099747054,28.651236010961075,1.0,0.0,0.0,0.0,0.0,0.0,5559.0,1.0
42,2018-08-01 00:07:20,42,42,42,42,42,42,42,40.0,AA00004,AAA9101004,0.0,115.92319099903835,28.65123600416706,1.0,0.0,0.0,0.0,0.0,0.0,5559.0,1.0
43,2018-08-01 00:07:21,43,43,43,43,43,43,43,41.0,AA00004,AAA9101004,0.0,115.92319099963787,28.651236001569178,1.0,0.0,0.0,0.0,0.0,0.0,5559.0,1.0
44,2018-08-01 00:07:22,44,44,44,44,44,44,44,42.0,AA00004,AAA9101004,0.0,115.92319099986474,28.651236000586003,1.0,0.0,0.0,0.0,0.0,0.0,5559.0,1.0
45,2018-08-01 00:07:23,45,45,45,45,45,45,45,43.0,AA00004,AAA9101004,0.0,115.92319099994985,28.65123600021724,1.0,0.0,0.0,0.0,0.0,0.0,5559.0,1.0
46,2018-08-01 00:07:24,46,46,46,46,46,46,46,44.0,AA00004,AAA9101004,0.0,115.92319099998153,28.651236000080008,1.0,0.0,0.0,0.0,0.0,0.0,5559.0,1.0
47,2018-08-01 00:07:25,47,47,47,47,47,47,47,45.0,AA00004,AAA9101004,0.0,115.92319099999322,28.651236000029293,1.0,0.0,0.0,0.0,0.0,0.0,5559.0,1.0
48,2018-08-01 00:07:26,48,48,48,48,48,48,48,46.0,AA00004,AAA9101004,0.0,115.92319099999752,28.651236000010666,1.0,0.0,0.0,0.0,0.0,0.0,5559.0,1.0
49,2018-08-01 00:07:27,49,49,49,49,49,49,49,47.0,AA00004,AAA9101004,0.0,115.9231909999991,28.651236000003863,1.0,0.0,0.0,0.0,0.0,0.0,5559.0,1.0
50,2018-08-01 00:07:28,50,50,50,50,50,50,50,48.0,AA00004,AAA9101004,0.0,115.92319099999965,28.651236000001393,1.0,0.0,0.0,0.0,0.0,0.0,5559.0,1.0
51,2018-08-01 00:07:29,51,51,51,51,51,51,51,49.0,AA00004,AAA9101004,0.0,115.92319099999986,28.6512360000005,1.0,0.0,0.0,0.0,0.0,0.0,5559.0,1.0
52,2018-08-01 00:07:30,52,52,52,52,52,52,52,50.0,AA00004,AAA9101004,0.0,115.92319099999993,28.65123600000018,1.0,0.0,0.0,0.0,0.0,0.0,5559.0,1.0
53,2018-08-01 00:07:31,53,53,53,53,53,53,53,51.0,AA00004,AAA9101004,0.0,115.92319099999997,28.65123600000006,1.0,0.0,0.0,0.0,0.0,0.0,5559.0,1.0
54,2018-08-01 00:07:32,54,54,54,54,54,54,54,52.0,AA00004,AAA9101004,0.0,115.92319099999999,28.65123600000002,1.0,0.0,0.0,0.0,0.0,0.0,5559.0,1.0
55,2018-08-01 00:07:33,55,55,55,55,55,55,55,53.0,AA00004,AAA9101004,0.0,115.923191,28.651236000000008,1.0,0.0,0.0,0.0,0.0,0.0,5559.0,1.0
56,2018-08-01 00:07:34,56,56,56,56,56,56,56,54.0,AA00004,AAA9101004,0.0,115.923191,28.651236000000004,1.0,0.0,0.0,0.0,0.0,0.0,5559.0,1.0
57,2018-08-01 00:07:35,57,57,57,57,57,57,57,55.0,AA00004,AAA9101004,0.0,115.923191,28.651236,1.0,0.0,0.0,0.0,0.0,0.0,5559.0,1.0
58,2018-08-01 00:07:36,58,58,58,58,58,58,58,56.0,AA00004,AAA9101004,0.0,115.923191,28.651236,1.0,0.0,0.0,0.0,0.0,0.0,5559.0,1.0
59,2018-08-01 00:07:37,59,59,59,59,59,59,59,57.0,AA00004,AAA9101004,0.0,115.923191,28.651236,1.0,0.0,0.0,0.0,0.0,0.0,5559.0,1.0
60,2018-08-01 00:07:38,60,60,60,60,60,60,60,58.0,AA00004,AAA9101004,0.0,115.923191,28.651236,1.0,0.0,0.0,0.0,0.0,0.0,5559.0,1.0
61,2018-08-01 00:07:39,61,61,61,61,61,61,61,59.0,AA00004,AAA9101004,0.0,115.923191,28.651236,1.0,0.0,0.0,0.0,0.0,0.0,5559.0,1.0
62,2018-08-01 00:07:40,62,62,62,62,62,62,62,60.0,AA00004,AAA9101004,0.0,115.923191,28.651236,1.0,0.0,0.0,0.0,0.0,0.0,5559.0,1.0
63,2018-08-01 00:07:41,63,63,63,63,63,63,63,61.0,AA00004,AAA9101004,0.0,115.923191,28.651236,1.0,0.0,0.0,0.0,0.0,0.0,5559.0,1.0
64,2018-08-01 00:07:42,64,64,64,64,64,64,64,62.0,AA00004,AAA9101004,0.0,115.923191,28.651236,1.0,0.0,0.0,0.0,0.0,0.0,5559.0,1.0
65,2018-08-01 00:07:43,65,65,65,65,65,65,65,63.0,AA00004,AAA9101004,0.0,115.923191,28.651236,1.0,0.0,0.0,0.0,0.0,0.0,5559.0,1.0
66,2018-08-01 00:07:44,66,66,66,66,66,66,66,64.0,AA00004,AAA9101004,0.0,115.923191,28.651236,1.0,0.0,0.0,0.0,0.0,0.0,5559.0,1.0
67,2018-08-01 00:07:45,67,67,67,67,67,67,67,65.0,AA00004,AAA9101004,0.0,115.923191,28.651236,1.0,0.0,0.0,0.0,0.0,0.0,5559.0,1.0
68,2018-08-01 00:07:46,68,68,68,68,68,68,68,66.0,AA00004,AAA9101004,0.0,115.923191,28.651236,1.0,0.0,0.0,0.0,0.0,0.0,5559.0,1.0
69,2018-08-01 00:07:47,69,69,69,69,69,69,69,67.0,AA00004,AAA9101004,0.0,115.923191,28.651236,1.0,0.0,0.0,0.0,0.0,0.0,5559.0,1.0
70,2018-08-01 00:07:48,70,70,70,70,70,70,70,68.0,AA00004,AAA9101004,0.0,115.923191,28.651236,1.0,0.0,0.0,0.0,0.0,0.0,5559.0,1.0
71,2018-08-01 00:07:49,71,71,71,71,71,71,71,69.0,AA00004,AAA9101004,0.0,115.923191,28.651236,1.0,0.0,0.0,0.0,0.0,0.0,5559.0,1.0
72,2018-08-01 00:07:50,72,72,72,72,72,72,72,70.0,AA00004,AAA9101004,0.0,115.923191,28.651236,1.0,0.0,0.0,0.0,0.0,0.0,5559.0,1.0
73,2018-08-01 00:07:51,73,73,73,73,73,73,73,71.0,AA00004,AAA9101004,0.0,115.923191,28.651236,1.0,0.0,0.0,0.0,0.0,0.0,5559.0,1.0
74,2018-08-01 00:07:52,74,74,74,74,74,74,74,72.0,AA00004,AAA9101004,0.0,115.923191,28.651236,1.0,0.0,0.0,0.0,0.0,0.0,5559.0,1.0
75,2018-08-01 00:07:53,75,75,75,75,75,75,75,73.0,AA00004,AAA9101004,0.0,115.923191,28.651236,1.0,0.0,0.0,0.0,0.0,0.0,5559.0,1.0
76,2018-08-01 00:07:54,76,76,76,76,76,76,76,74.0,AA00004,AAA9101004,0.0,115.923191,28.651236,1.0,0.0,0.0,0.0,0.0,0.0,5559.0,1.0
77,2018-08-01 00:07:55,77,77,77,77,77,77,77,75.0,AA00004,AAA9101004,0.0,115.923191,28.651236,1.0,0.0,0.0,0.0,0.0,0.0,5559.0,1.0
78,2018-08-01 00:07:56,78,78,78,78,78,78,78,76.0,AA00004,AAA9101004,0.0,115.923191,28.651236,1.0,0.0,0.0,0.0,0.0,0.0,5559.0,1.0
79,2018-08-01 00:07:57,79,79,79,79,79,79,79,77.0,AA00004,AAA9101004,0.0,115.923191,28.651236,1.0,0.0,0.0,0.0,0.0,0.0,5559.0,1.0
80,2018-08-01 00:07:58,80,80,80,80,80,80,80,78.0,AA00004,AAA9101004,0.0,115.923191,28.651236,1.0,0.0,0.0,0.0,0.0,0.0,5559.0,1.0
81,2018-08-01 00:07:59,81,81,81,81,81,81,81,79.0,AA00004,AAA9101004,0.0,115.923191,28.651236,1.0,0.0,0.0,0.0,0.0,0.0,5559.0,1.0
82,2018-08-01 00:08:00,82,82,82,82,82,82,82,80.0,AA00004,AAA9101004,0.0,115.923191,28.651236,1.0,0.0,0.0,0.0,0.0,0.0,5559.0,1.0
83,2018-08-01 00:08:01,83,83,83,83,83,83,83,81.0,AA00004,AAA9101004,0.0,115.923191,28.651236,1.0,0.0,0.0,0.0,0.0,0.0,5559.0,1.0
84,2018-08-01 00:08:02,84,84,84,84,84,84,84,82.0,AA00004,AAA9101004,0.0,115.923191,28.651236,1.0,0.0,0.0,0.0,0.0,0.0,5559.0,1.0
85,2018-08-01 00:08:03,85,85,85,85,85,85,85,83.0,AA00004,AAA9101004,0.0,115.923191,28.651236,1.0,0.0,0.0,0.0,0.0,0.0,5559.0,1.0
86,2018-08-01 00:08:04,86,86,86,86,86,86,86,84.0,AA00004,AAA9101004,0.0,115.923191,28.651236,1.0,0.0,0.0,0.0,0.0,0.0,5559.0,1.0
87,2018-08-01 00:08:05,87,87,87,87,87,87,87,85.0,AA00004,AAA9101004,0.0,115.923191,28.651236,1.0,0.0,0.0,0.0,0.0,0.0,5559.0,1.0
88,2018-08-01 00:08:06,88,88,88,88,88,88,88,86.0,AA00004,AAA9101004,0.0,115.923191,28.651236,1.0,0.0,0.0,0.0,0.0,0.0,5559.0,1.0
89,2018-08-01 00:08:07,89,89,89,89,89,89,89,87.0,AA00004,AAA9101004,0.0,115.923191,28.651236,1.0,0.0,0.0,0.0,0.0,0.0,5559.0,1.0
90,2018-08-01 00:08:08,90,90,90,90,90,90,90,88.0,AA00004,AAA9101004,0.0,115.923191,28.651236,1.0,0.0,0.0,0.0,0.0,0.0,5559.0,2.0
91,2018-08-01 00:08:09,91,91,91,91,91,91,91,,AA00004,AAA9101004,0.0,115.923191,28.651236,1.0,0.0,0.0,0.0,0.0,0.0,5559.0,
92,2018-08-01 00:08:10,92,92,92,92,92,92,92,89.0,AA00004,AAA9101004,0.0,115.923191,28.651236,1.0,0.0,0.0,0.0,0.0,0.0,5559.0,1.0
93,2018-08-01 00:08:11,93,93,93,93,93,93,93,90.0,AA00004,AAA9101004,0.0,115.923191,28.651236,1.0,0.0,0.0,0.0,0.0,0.0,5559.0,1.0
94,2018-08-01 00:08:12,94,94,94,94,94,94,94,91.0,AA00004,AAA9101004,0.0,115.923191,28.651236,1.0,0.0,0.0,0.0,0.0,0.0,5559.0,1.0
95,2018-08-01 00:08:13,95,95,95,95,95,95,95,92.0,AA00004,AAA9101004,0.0,115.923191,28.651236,1.0,0.0,0.0,0.0,0.0,0.0,5559.0,1.0
96,2018-08-01 00:08:14,96,96,96,96,96,96,96,93.0,AA00004,AAA9101004,0.0,115.923191,28.651236,1.0,0.0,0.0,0.0,0.0,0.0,5559.0,1.0
97,2018-08-01 00:08:15,97,97,97,97,97,97,97,94.0,AA00004,AAA9101004,0.0,115.923191,28.651236,1.0,0.0,0.0,0.0,0.0,0.0,5559.0,1.0
98,2018-08-01 00:08:16,98,98,98,98,98,98,98,95.0,AA00004,AAA9101004,0.0,115.923191,28.651236,1.0,0.0,0.0,0.0,0.0,0.0,5559.0,1.0
99,2018-08-01 00:08:17,99,99,99,99,99,99,99,96.0,AA00004,AAA9101004,0.0,115.923191,28.651236,1.0,0.0,0.0,0.0,0.0,0.0,5559.0,1.0
100,2018-08-01 00:08:18,100,100,100,100,100,100,100,97.0,AA00004,AAA9101004,0.0,115.923191,28.651236,1.0,0.0,0.0,0.0,0.0,0.0,5559.0,1.0
101,2018-08-01 00:08:19,101,101,101,101,101,101,101,98.0,AA00004,AAA9101004,0.0,115.923191,28.651236,1.0,0.0,0.0,0.0,0.0,0.0,5559.0,1.0
102,2018-08-01 00:08:20,102,102,102,102,102,102,102,99.0,AA00004,AAA9101004,0.0,115.923191,28.651236,1.0,0.0,0.0,0.0,0.0,0.0,5559.0,1.0
103,2018-08-01 00:08:21,103,103,103,103,103,103,103,100.0,AA00004,AAA9101004,0.0,115.923191,28.651236,1.0,0.0,0.0,0.0,0.0,0.0,5559.0,1.0
104,2018-08-01 00:08:22,104,104,104,104,104,104,104,101.0,AA00004,AAA9101004,0.0,115.923191,28.651236,1.0,0.0,0.0,0.0,0.0,0.0,5559.0,1.0
105,2018-08-01 00:08:23,105,105,105,105,105,105,105,102.0,AA00004,AAA9101004,0.0,115.923191,28.651236,1.0,0.0,0.0,0.0,0.0,0.0,5559.0,1.0
106,2018-08-01 00:08:24,106,106,106,106,106,106,106,103.0,AA00004,AAA9101004,0.0,115.923191,28.651236,1.0,0.0,0.0,0.0,0.0,0.0,5559.0,1.0
107,2018-08-01 00:08:25,107,107,107,107,107,107,107,104.0,AA00004,AAA9101004,0.0,115.923191,28.651236,1.0,0.0,0.0,0.0,0.0,0.0,5559.0,1.0
108,2018-08-01 00:08:26,108,108,108,108,108,108,108,105.0,AA00004,AAA9101004,0.0,115.923191,28.651236,1.0,0.0,0.0,0.0,0.0,0.0,5559.0,1.0
109,2018-08-01 00:08:27,109,109,109,109,109,109,109,106.0,AA00004,AAA9101004,0.0,115.923191,28.651236,1.0,0.0,0.0,0.0,0.0,0.0,5559.0,1.0
110,2018-08-01 00:08:28,110,110,110,110,110,110,110,107.0,AA00004,AAA9101004,0.0,115.923191,28.651236,1.0,0.0,0.0,0.0,0.0,0.0,5559.0,1.0
111,2018-08-01 00:08:29,111,111,111,111,111,111,111,108.0,AA00004,AAA9101004,0.0,115.923191,28.651236,1.0,0.0,0.0,0.0,0.0,0.0,5559.0,1.0
112,2018-08-01 00:08:30,112,112,112,112,112,112,112,109.0,AA00004,AAA9101004,0.0,115.923191,28.651236,1.0,0.0,0.0,0.0,0.0,0.0,5559.0,1.0
113,2018-08-01 00:08:31,113,113,113,113,113,113,113,110.0,AA00004,AAA9101004,0.0,115.923191,28.651236,1.0,0.0,0.0,0.0,0.0,0.0,5559.0,1.0
114,2018-08-01 00:08:32,114,114,114,114,114,114,114,111.0,AA00004,AAA9101004,0.0,115.923191,28.651236,1.0,0.0,0.0,0.0,0.0,0.0,5559.0,1.0
115,2018-08-01 00:08:33,115,115,115,115,115,115,115,112.0,AA00004,AAA9101004,0.0,115.923191,28.651236,1.0,0.0,0.0,0.0,0.0,0.0,5559.0,1.0
116,2018-08-01 00:08:34,116,116,116,116,116,116,116,113.0,AA00004,AAA9101004,0.0,115.923191,28.651236,1.0,0.0,0.0,0.0,0.0,0.0,5559.0,1.0
117,2018-08-01 00:08:35,117,117,117,117,117,117,117,114.0,AA00004,AAA9101004,0.0,115.923191,28.651236,1.0,0.0,0.0,0.0,0.0,0.0,5559.0,1.0
118,2018-08-01 00:08:36,118,118,118,118,118,118,118,115.0,AA00004,AAA9101004,0.0,115.923191,28.651236,1.0,0.0,0.0,0.0,0.0,0.0,5559.0,1.0
119,2018-08-01 00:08:37,119,119,119,119,119,119,119,116.0,AA00004,AAA9101004,0.0,115.923191,28.651236,1.0,0.0,0.0,0.0,0.0,0.0,5559.0,1.0
120,2018-08-01 00:08:38,120,120,120,120,120,120,120,117.0,AA00004,AAA9101004,0.0,115.923191,28.651236,1.0,0.0,0.0,0.0,0.0,0.0,5559.0,1.0
121,2018-08-01 00:08:39,121,121,121,121,121,121,121,118.0,AA00004,AAA9101004,0.0,115.923191,28.651236,1.0,0.0,0.0,0.0,0.0,0.0,5559.0,1.0
122,2018-08-01 00:08:40,122,122,122,122,122,122,122,119.0,AA00004,AAA9101004,0.0,115.923191,28.651236,1.0,0.0,0.0,0.0,0.0,0.0,5559.0,1.0
123,2018-08-01 00:08:41,123,123,123,123,123,123,123,120.0,AA00004,AAA9101004,0.0,115.923191,28.651236,1.0,0.0,0.0,0.0,0.0,0.0,5559.0,1.0
124,2018-08-01 00:08:42,124,124,124,124,124,124,124,121.0,AA00004,AAA9101004,0.0,115.923191,28.651236,1.0,0.0,0.0,0.0,0.0,0.0,5559.0,1.0
125,2018-08-01 00:08:43,125,125,125,125,125,125,125,122.0,AA00004,AAA9101004,0.0,115.923191,28.651236,1.0,0.0,0.0,0.0,0.0,0.0,5559.0,1.0
126,2018-08-01 00:08:44,126,126,126,126,126,126,126,123.0,AA00004,AAA9101004,0.0,115.923191,28.651236,1.0,0.0,0.0,0.0,0.0,0.0,5559.0,1.0
127,2018-08-01 00:08:45,127,127,127,127,127,127,127,124.0,AA00004,AAA9101004,0.0,115.923191,28.651236,1.0,0.0,0.0,0.0,0.0,0.0,5559.0,1.0
128,2018-08-01 00:08:46,128,128,128,128,128,128,128,125.0,AA00004,AAA9101004,0.0,115.923191,28.651236000000004,1.0,0.0,0.0,0.0,0.0,0.0,5559.0,1.0
129,2018-08-01 00:08:47,129,129,129,129,129,129,129,126.0,AA00004,AAA9101004,0.0,115.92319100000002,28.651236000000008,1.0,0.0,0.0,0.0,0.0,0.0,5559.0,1.0
130,2018-08-01 00:08:48,130,130,130,130,130,130,130,127.0,AA00004,AAA9101004,0.0,115.92319100000005,28.651236000000026,1.0,0.0,0.0,0.0,0.0,0.0,5559.0,1.0
131,2018-08-01 00:08:49,131,131,131,131,131,131,131,128.0,AA00004,AAA9101004,0.0,115.92319100000014,28.65123600000008,1.0,0.0,0.0,0.0,0.0,0.0,5559.0,1.0
132,2018-08-01 00:08:50,132,132,132,132,132,132,132,129.0,AA00004,AAA9101004,0.0,115.92319100000044,28.651236000000225,1.0,0.0,0.0,0.0,0.0,0.0,5559.0,1.0
133,2018-08-01 00:08:51,133,133,133,133,133,133,133,130.0,AA00004,AAA9101004,0.0,115.92319100000125,28.651236000000626,1.0,0.0,0.0,0.0,0.0,0.0,5559.0,1.0
134,2018-08-01 00:08:52,134,134,134,134,134,134,134,131.0,AA00004,AAA9101004,0.0,115.92319100000344,28.651236000001738,1.0,0.0,0.0,0.0,0.0,0.0,5559.0,1.0
135,2018-08-01 00:08:53,135,135,135,135,135,135,135,132.0,AA00004,AAA9101004,0.0,115.92319100000947,28.65123600000481,1.0,0.0,0.0,0.0,0.0,0.0,5559.0,1.0
136,2018-08-01 00:08:54,136,136,136,136,136,136,136,133.0,AA00004,AAA9101004,0.0,115.923191000026,28.65123600001322,1.0,0.0,0.0,0.0,0.0,0.0,5559.0,1.0
137,2018-08-01 00:08:55,137,137,137,137,137,137,137,134.0,AA00004,AAA9101004,0.0,115.92319100007097,28.65123600003613,1.0,0.0,0.0,0.0,0.0,0.0,5559.0,1.0
138,2018-08-01 00:08:56,138,138,138,138,138,138,138,135.0,AA00004,AAA9101004,0.0,115.92319100019266,28.651236000098184,1.0,0.0,0.0,0.0,0.0,0.0,5559.0,1.0
139,2018-08-01 00:08:57,139,139,139,139,139,139,139,136.0,AA00004,AAA9101004,0.0,115.92319100051958,28.651236000265097,1.0,0.0,0.0,0.0,0.0,0.0,5559.0,1.0
140,2018-08-01 00:08:58,140,140,140,140,140,140,140,137.0,AA00004,AAA9101004,0.0,115.92319100139109,28.651236000710615,1.0,0.0,0.0,0.0,0.0,0.0,5559.0,1.0
141,2018-08-01 00:08:59,141,141,141,141,141,141,141,138.0,AA00004,AAA9101004,0.0,115.92319100369338,28.651236001889366,1.0,0.0,0.0,0.0,0.0,0.0,5559.0,1.0
142,2018-08-01 00:09:00,142,142,142,142,142,142,142,139.0,AA00004,AAA9101004,0.0,115.92319100971267,28.65123600497674,1.0,0.0,0.0,0.0,0.0,0.0,5559.0,1.0
